image_id,id,xcentroid,ycentroid,sum,sum_err,flux_jy,flux_jy_final,flux_jy_err,magnitude,magnitude_err,snr
39,1,2003,1997,318791.1136514994,136.6643214927694,5.062746626302157e-17,5.062746626302157e-17,2.1703767857524704e-20,14.321234482822078,0.0004654347235252738,2332.6579327316667
40,1,2003,1997,306415.29345962463,131.164168789509,4.866205257233034e-17,4.866205257233034e-17,2.0830284301988108e-20,14.364223906187268,0.00046474487760361804,2336.120422882845
41,1,2003,1997,319048.6524497154,136.61183301078574,5.066836620113075e-17,5.066836620113075e-17,2.169543212062041e-20,14.320357713365519,0.0004648804060477467,2335.439364352325
42,1,2003,1997,318990.2110100998,136.56319319459166,5.06590850703658e-17,5.06590850703658e-17,2.1687707593342346e-20,14.320556610300049,0.00046480002750515063,2335.843235267384
43,1,2001,1692,14998.352712606917,358.72169048076,2.381900132851565e-18,2.381900132851565e-18,5.696887242121319e-20,17.639891093545884,0.02596712764513104,41.810554283757064
44,1,2003,2003,306212.36529376626,134.35641960021627,4.862982539148727e-17,4.862982539148727e-17,2.1337248151673272e-20,14.364943189626555,0.000476371241964749,2279.104833285341
45,1,2003,2003,306162.39072267833,134.45150735750056,4.862188889073986e-17,4.862188889073986e-17,2.1352349112828667e-20,14.365120398764375,0.00047678619569658875,2277.1212962946274
46,1,2003,2003,306313.56864538835,134.453488345945,4.864589757496586e-17,4.864589757496586e-17,2.1352663715153964e-20,14.364584412510975,0.00047655790418538554,2278.2121342754026
47,1,2003,1997,306165.56490416295,131.08291044579457,4.862239298498573e-17,4.862239298498573e-17,2.0817379600825422e-20,14.365109142300494,0.00046483580188238236,2335.6634656869983
48,1,2003,1997,306572.3790371871,131.19212790578533,4.868699945584713e-17,4.868699945584713e-17,2.083472451112634e-20,14.363667439849719,0.00046460576035792776,2336.8199291450615
49,1,2003,1997,319093.2023579662,136.61543082871137,5.0675441206927344e-17,5.0675441206927344e-17,2.1696003492901037e-20,14.320206118706679,0.00046482774360181864,2335.703956883507
50,1,2003,1997,306447.5604502725,131.147761068409,4.8667176918369114e-17,4.8667176918369114e-17,2.0827678578958603e-20,14.364109579010236,0.0004646378126905564,2336.658727177386
51,1,2003,1997,318974.6200853607,136.55725151923363,5.0656609063405644e-17,5.0656609063405644e-17,2.1686763991228444e-20,14.320609677900748,0.00046480252232844135,2335.8306976501663
52,1,2001,1692,14954.29159580093,358.7153155072802,2.3749027524068745e-18,2.3749027524068745e-18,5.696786000668545e-20,17.643085388096456,0.026043173997998756,41.688467008031694
53,1,2434,2054,5963.150792478064,232.323481612388,9.470126444538477e-19,9.470126444538477e-19,3.68954739444117e-20,18.641310520861246,0.04229871300667726,25.667447608361325
54,1,2003,1997,318835.05570675374,136.53158960289042,5.063444473520806e-17,5.063444473520806e-17,2.168268860220951e-20,14.32108483563798,0.0004649185971827194,2335.2475176924468
55,1,2001,1692,5861.96108473189,357.4737120841515,9.309426277698668e-19,9.309426277698668e-19,5.677067999530904e-20,18.659892672498266,0.06620808354061504,16.398299753442984
56,1,2003,2003,306417.08261570544,134.4487903413976,4.866233670960783e-17,4.866233670960783e-17,2.1351917621374865e-20,14.36421756660206,0.0004763802671430226,2279.061654906967
57,1,2003,1997,318797.15280118707,136.7566045388199,5.062842534511005e-17,5.062842534511005e-17,2.171842340029393e-20,14.321213914929578,0.000465740186959549,2331.128020297498
58,1,2003,1997,319077.83024550683,136.59926110053948,5.0672999949716584e-17,5.0672999949716584e-17,2.1693435565714713e-20,14.32025842461902,0.00046479511805237413,2335.8679078846544
59,1,2003,1997,318822.796762935,136.6225742091565,5.063249788274566e-17,5.063249788274566e-17,2.1697137938740344e-20,14.32112658209836,0.00046524630711766463,2333.6026173452624
60,1,2003,2003,306204.97636389744,134.40807316241228,4.862865194975181e-17,4.862865194975181e-17,2.134545129431263e-20,14.364969388847669,0.0004765658833023338,2278.1739902921904
61,1,2003,1997,319026.54428220063,136.56397963910285,5.0664855185744617e-17,5.0664855185744617e-17,2.1687832489210687e-20,14.320432951011565,0.0004647497687936001,2336.0958367300877
62,1,2003,1997,306504.79045505193,131.16790128143518,4.867626566021958e-17,4.867626566021958e-17,2.083087706195216e-20,14.363906833435394,0.00046462239696099645,2336.7362552932227
63,1,2003,1997,318820.10208174353,136.53175964920771,5.0632069938316636e-17,5.0632069938316636e-17,2.1682715607398245e-20,14.3211357587486,0.0004649409823384942,2335.135084326833
64,1,2003,1997,318861.45983395877,136.5146912929743,5.063863799531486e-17,5.063863799531486e-17,2.1680004968386153e-20,14.320994924791112,0.0004648225609139528,2335.7299995620974
65,1,2003,1997,318732.3391728169,136.4871874799364,5.061813224206176e-17,5.061813224206176e-17,2.167563706631156e-20,14.321434674922681,0.0004649171773141647,2335.254649596106
66,1,2003,2003,306206.4793303055,134.43241878875872,4.862889063702337e-17,4.862889063702337e-17,2.134931764228698e-20,14.364964059668965,0.00047664986514382436,2277.7725945068732
67,1,2003,1997,319030.5187012019,136.5780374947976,5.066548636633681e-17,5.066548636633681e-17,2.1690065028276044e-20,14.320419425040763,0.00046479181964086857,2335.884484453469
68,1,2003,1997,306475.8846955531,131.15414227880828,4.8671675113930285e-17,4.8671675113930285e-17,2.0828691983976408e-20,14.364009231539965,0.00046461747688094127,2336.7610002286074
69,1,2003,1997,318793.6303243852,136.51719662203206,5.062786593781226e-17,5.062786593781226e-17,2.1680402841654628e-20,14.321225911591686,0.0004649299931799886,2335.1902779472703
70,1,2003,2003,306200.6420194169,134.40299355151018,4.8627963609112546e-17,4.8627963609112546e-17,2.1344644597329678e-20,14.364984757598657,0.00047655461835909995,2278.2278424629358
71,1,2003,1997,318991.50378563534,136.54744676254458,5.06592903770604e-17,5.06592903770604e-17,2.16852068901449e-20,14.320552210132549,0.0004647445502176117,2336.1220685463286
72,1,2003,1997,319060.172472437,136.59346088846445,5.067019570495539e-17,5.067019570495539e-17,2.16925144294955e-20,14.32031851094342,0.0004648011042475606,2335.837824132489
73,1,2003,1997,318948.93064911215,136.73278737056236,5.0652529303928996e-17,5.0652529303928996e-17,2.1714640977162286e-20,14.320697123962262,0.0004654374822517776,2332.644106674444
74,1,2003,2003,306062.26671024074,134.344513221569,4.860598811796191e-17,4.860598811796191e-17,2.133535729036169e-20,14.365475524174364,0.0004765626275085583,2278.18955438444
75,1,2003,1997,318955.1577733002,136.54368450603536,5.0653518238395004e-17,5.0653518238395004e-17,2.1684609403244115e-20,14.32067592637377,0.0004647847029756114,2335.9202509230813
76,1,2003,1997,318774.5778992896,136.5092526268665,5.062484020727132e-17,5.062484020727132e-17,2.1679141249564963e-20,14.321290801614289,0.0004649307248829997,2335.186602849742
77,1,2003,1997,318994.7284083444,136.5559383036971,5.0659802481916595e-17,5.0659802481916595e-17,2.1686555438441293e-20,14.320541234693124,0.00046476875325205454,2336.0004139761963
78,1,2003,1997,319008.8092059596,136.55497178835535,5.06620386644063e-17,5.06620386644063e-17,2.168640194538342e-20,14.320493310094394,0.00046474494933116013,2336.120062332018
79,1,2003,1997,318588.99227636156,136.4645661727279,5.059536720924427e-17,5.059536720924427e-17,2.1672044558809055e-20,14.321923084490244,0.0004650492737841016,2334.5913244110016
80,1,2003,1997,319028.473065275,136.7465994130835,5.066516149729423e-17,5.066516149729423e-17,2.1716834478445155e-20,14.320426386845284,0.00046536844049154143,2332.990176242374
81,1,2003,1997,318774.22153336165,136.84621708985347,5.0624783612519385e-17,5.0624783612519385e-17,2.1732654839659445e-20,14.32129201538613,0.0004660788980356894,2329.4339318422954
82,1,2003,1997,318830.0592892212,136.55191143501744,5.0633651250229236e-17,5.0633651250229236e-17,2.168591592827462e-20,14.321101850184586,0.00046499508413826195,2334.863393259395
83,1,2003,1997,318880.78697536205,136.51111526222047,5.0641707353767636e-17,5.0641707353767636e-17,2.167943705614333e-20,14.320929117085043,0.0004647822129579856,2335.9327653490536
84,1,2003,1997,318842.2704493677,136.5339640641226,5.0635590514129255e-17,5.0635590514129255e-17,2.168306569225618e-20,14.321060267390235,0.00046491616238806616,2335.25974752791
85,1,2001,1692,28827.928381075046,360.5952127279111,4.578185868572169e-18,4.578185868572169e-18,5.726640795560815e-20,16.93046641388671,0.01358051876928152,79.94539961579386
86,1,2003,1997,319002.1171734767,136.56813588894877,5.066097589749013e-17,5.066097589749013e-17,2.1688492546501633e-20,14.320516086450253,0.000464799501797663,2335.8458772028293
87,1,2003,1997,319015.89641219797,136.56344286029696,5.066316418917587e-17,5.066316418917587e-17,2.168774724294841e-20,14.320469189284225,0.00046476345405010755,2336.027048897325
88,1,2003,2003,306308.04586760246,134.43989880678058,4.8645020498303246e-17,4.8645020498303246e-17,2.1350505549803318e-20,14.364603988313236,0.00047651832886430785,2278.4013420586834
89,1,2003,1997,318973.1144321337,136.55114580842726,5.065636994943825e-17,5.065636994943825e-17,2.1685794338516612e-20,14.320614802904355,0.0004647839341197914,2335.924115053806
90,1,2003,1997,318916.4155107256,136.53817523258928,5.064736554935363e-17,5.064736554935363e-17,2.168373447121627e-20,14.320807814606276,0.0004648224100118067,2335.7307578445343
91,1,2001,1692,8373.362406421917,104.13293338798118,1.3297802372327352e-18,1.3297802372327352e-18,1.6537432651691777e-20,18.27275027935321,0.01350199839584424,80.41031913721498
92,1,2003,1997,319130.48646104225,136.60154057748306,5.06813623245175e-17,5.06813623245175e-17,2.169379757123217e-20,14.320079264434968,0.00046472618222602203,2336.214402208921
93,1,2003,1997,319210.7507670571,136.6341353954692,5.069410916177513e-17,5.069410916177513e-17,2.1698973979787104e-20,14.319806225945937,0.0004647201901640029,2336.24452515577
94,1,2003,1997,319140.26277267106,136.61156462936916,5.0682914908218774e-17,5.0682914908218774e-17,2.1695389498757592e-20,14.320046004269127,0.0004647460474887067,2336.1145422681248
95,1,2001,1692,33688.5894684294,361.25221897084697,5.350111260084277e-18,5.350111260084277e-18,5.737074763125919e-20,16.761292931058765,0.011642266426862481,93.25503816807854
96,1,2003,1997,318967.3850584182,136.5873618088621,5.065546006311436e-17,5.065546006311436e-17,2.1691545829890368e-20,14.320634305000485,0.00046491555457534343,2335.2628005567267
97,1,2003,1997,318923.2064767024,136.53992131002246,5.064844402797541e-17,5.064844402797541e-17,2.1684011767140013e-20,14.320784695322452,0.0004648184564678913,2335.7506245559293
98,1,2003,1997,318767.9083856803,136.50590840462056,5.0623781016595084e-17,5.0623781016595084e-17,2.1678610151012706e-20,14.321313518005901,0.00046492906235587106,2335.1949531797
99,1,2003,1997,319052.9353513668,136.771611780312,5.0669046372094047e-17,5.0669046372094047e-17,2.1720806712060817e-20,14.320343138565917,0.0004654178741416448,2332.742381246792
100,1,2003,1997,318933.20116792165,136.53387170846028,5.065003129271035e-17,5.065003129271035e-17,2.1683051025181164e-20,14.320750670115581,0.0004647832962232996,2335.9273210162623
101,1,2003,2003,306125.01601198985,134.37087571997932,4.861595338368385e-17,4.861595338368385e-17,2.1339543939367023e-20,14.365252947878208,0.00047655843899888176,2278.2095775719704
102,1,2001,1692,15356.400157917345,358.7697600117245,2.4387619278695754e-18,2.4387619278695754e-18,5.697650638104761e-20,17.614276448844397,0.025365080646449892,42.802939014189775
103,1,2003,1997,318894.0010809058,136.60451943343568,5.0643805896211144e-17,5.0643805896211144e-17,2.1694270645677428e-20,14.320884126178935,0.0004650809555719846,2334.432289674689
104,1,2003,1997,318956.62247054675,136.55490652634649,5.065375084811108e-17,5.065375084811108e-17,2.1686391581072714e-20,14.320670940496791,0.00046482076737361014,2335.7390121240956
105,1,2003,2003,305960.56361442036,134.32270216374226,4.858983656971606e-17,4.858983656971606e-17,2.1331893459197656e-20,14.365836369322007,0.0004766436432734484,2277.802327423758
106,1,2003,1997,318930.5243732309,136.5348300399884,5.0649606188850496e-17,5.0649606188850496e-17,2.168320321856119e-20,14.320759782698072,0.0004647904595075424,2335.891320037695
107,1,2003,1997,319162.30715675186,136.60735336078628,5.068641579410783e-17,5.068641579410783e-17,2.169472070389797e-20,14.319971010411841,0.0004646996221610942,2336.3479293375194
108,1,2003,1997,306415.80349192413,131.15045537461015,4.866213357095901e-17,4.866213357095901e-17,2.0828106463835123e-20,14.36422209896653,0.00046469551432247545,2336.3685823026444
